"id commande"	"quantité"	"ean"
"07b1f3c8-88ff-4ca0-abf9-a909e3568660"	"1.0"	"8142504082280"
"07b1f3c8-88ff-4ca0-abf9-a909e3568660"	"1.0"	"4804562892532"
"07b1f3c8-88ff-4ca0-abf9-a909e3568660"	"1.0"	"1880001075264"
"08657ea9-e548-4fa2-bc64-af536b0083a7"	"1.0"	"3950177431176"
"08657ea9-e548-4fa2-bc64-af536b0083a7"	"1.0"	"9278007891902"
"08657ea9-e548-4fa2-bc64-af536b0083a7"	"1.0"	"9979911934067"
"08657ea9-e548-4fa2-bc64-af536b0083a7"	"1.0"	"1197683738128"
"08657ea9-e548-4fa2-bc64-af536b0083a7"	"1.0"	"7507989205929"
"08657ea9-e548-4fa2-bc64-af536b0083a7"	"1.0"	"2525306331880"
"0952a24f-b97c-4e28-ad21-c72f0215b2f6"	"1.0"	"4804562892532"
"0952a24f-b97c-4e28-ad21-c72f0215b2f6"	"2.0"	"0628337836392"
"0952a24f-b97c-4e28-ad21-c72f0215b2f6"	"1.0"	"4548263605557"
"0952a24f-b97c-4e28-ad21-c72f0215b2f6"	"1.0"	"5410772410733"
"09553c55-8ae8-4983-87a8-8f059cc458b8"	"1.0"	"8013041309409"
"09553c55-8ae8-4983-87a8-8f059cc458b8"	"1.0"	"1197683738128"
"09553c55-8ae8-4983-87a8-8f059cc458b8"	"1.0"	"6023475147319"
"09553c55-8ae8-4983-87a8-8f059cc458b8"	"1.0"	"5854529444471"
"09553c55-8ae8-4983-87a8-8f059cc458b8"	"1.0"	"5777490177479"
"097a912b-025f-4634-aa6b-d7a5c38d6a11"	"1.0"	"7636992131366"
"097a912b-025f-4634-aa6b-d7a5c38d6a11"	"1.0"	"8013041309409"
"097a912b-025f-4634-aa6b-d7a5c38d6a11"	"1.0"	"8141004620947"
"097a912b-025f-4634-aa6b-d7a5c38d6a11"	"1.0"	"6897251315342"
"097a912b-025f-4634-aa6b-d7a5c38d6a11"	"1.0"	"8826265873171"
"0a239349-53e6-4e93-bdf2-0f0d77f78de4"	"1.0"	"5856002934813"
"0a239349-53e6-4e93-bdf2-0f0d77f78de4"	"1.0"	"1197683738128"
"0a239349-53e6-4e93-bdf2-0f0d77f78de4"	"1.0"	"6370874981885"
"0a239349-53e6-4e93-bdf2-0f0d77f78de4"	"1.0"	"8079802012827"
"0a3f7827-8f6e-4bd4-b53b-d5aa9b5098a6"	"1.0"	"9158112351372"
"0a3f7827-8f6e-4bd4-b53b-d5aa9b5098a6"	"1.0"	"8013041309409"
"0a3f7827-8f6e-4bd4-b53b-d5aa9b5098a6"	"1.0"	"9059480150898"
"0a3f7827-8f6e-4bd4-b53b-d5aa9b5098a6"	"1.0"	"3038097007920"
"0a3f7827-8f6e-4bd4-b53b-d5aa9b5098a6"	"2.0"	"1197683738128"
"0a3f7827-8f6e-4bd4-b53b-d5aa9b5098a6"	"1.0"	"5021227785124"
"0a3f7827-8f6e-4bd4-b53b-d5aa9b5098a6"	"1.0"	"2315037788264"
"0ac2cf0a-431a-4dcf-ac3a-56c69fe2ef1c"	"1.0"	"5033157336673"
"0ac2cf0a-431a-4dcf-ac3a-56c69fe2ef1c"	"1.0"	"3852637916066"
"0ac2cf0a-431a-4dcf-ac3a-56c69fe2ef1c"	"1.0"	"6661696020617"
"0ac2cf0a-431a-4dcf-ac3a-56c69fe2ef1c"	"1.0"	"4587891324386"
"0f186750-2688-4250-87ab-287ca946677e"	"1.0"	"5035731065887"
"0f186750-2688-4250-87ab-287ca946677e"	"1.0"	"9979911934067"
"0f771dd3-8944-4046-8e97-0af8270e4917"	"1.0"	"6416091732203"
"0f771dd3-8944-4046-8e97-0af8270e4917"	"1.0"	"0044208750169"
"0f771dd3-8944-4046-8e97-0af8270e4917"	"1.0"	"7262669047977"
"0f771dd3-8944-4046-8e97-0af8270e4917"	"1.0"	"9310479062746"
"0f771dd3-8944-4046-8e97-0af8270e4917"	"1.0"	"1616014378272"
"0f771dd3-8944-4046-8e97-0af8270e4917"	"1.0"	"0788979119892"
"111d2414-7e64-42a7-b032-03bc2a143fc3"	"1.0"	"3714584210065"
"111d2414-7e64-42a7-b032-03bc2a143fc3"	"1.0"	"1197683738128"
"111d2414-7e64-42a7-b032-03bc2a143fc3"	"1.0"	"8565816104745"
"11605598-494a-4811-912f-efde6adccb1a"	"1.0"	"3128596878920"
"11605598-494a-4811-912f-efde6adccb1a"	"1.0"	"7636992131366"
"11605598-494a-4811-912f-efde6adccb1a"	"1.0"	"8064812050068"
"11605598-494a-4811-912f-efde6adccb1a"	"1.0"	"1197683738128"
"11605598-494a-4811-912f-efde6adccb1a"	"1.0"	"0573804556719"
"11605598-494a-4811-912f-efde6adccb1a"	"1.0"	"1394416422785"
"11605598-494a-4811-912f-efde6adccb1a"	"1.0"	"7290992455572"
"11ba575a-a55e-4329-97fb-2d4879f10129"	"1.0"	"0724743996139"
"11ba575a-a55e-4329-97fb-2d4879f10129"	"1.0"	"4422165920324"
"11ba575a-a55e-4329-97fb-2d4879f10129"	"2.0"	"1197683738128"
"11ba575a-a55e-4329-97fb-2d4879f10129"	"1.0"	"2428398934826"
"11ceaf04-687b-400a-b929-7a37990b426e"	"1.0"	"3680481182524"
"11ceaf04-687b-400a-b929-7a37990b426e"	"1.0"	"3008311470083"
"11ceaf04-687b-400a-b929-7a37990b426e"	"1.0"	"8809077424250"
"11ceaf04-687b-400a-b929-7a37990b426e"	"1.0"	"8013041309409"
"11ceaf04-687b-400a-b929-7a37990b426e"	"1.0"	"1197683738128"
"11ceaf04-687b-400a-b929-7a37990b426e"	"1.0"	"3492617405267"
"11ceaf04-687b-400a-b929-7a37990b426e"	"1.0"	"7966896134973"
"11dd3ece-dc97-4355-954d-c2253a47bf9e"	"1.0"	"9123468939994"
"11dd3ece-dc97-4355-954d-c2253a47bf9e"	"1.0"	"1984772748652"
"11dd3ece-dc97-4355-954d-c2253a47bf9e"	"1.0"	"8976927134192"
"11f96923-fb8e-48d6-990e-ea0b3f96b14a"	"1.0"	"9166902166716"
"11f96923-fb8e-48d6-990e-ea0b3f96b14a"	"1.0"	"3821585882761"
"11f96923-fb8e-48d6-990e-ea0b3f96b14a"	"1.0"	"2829811670190"
"11f96923-fb8e-48d6-990e-ea0b3f96b14a"	"1.0"	"6815253481667"
"11f96923-fb8e-48d6-990e-ea0b3f96b14a"	"1.0"	"8497455405122"
"11f96923-fb8e-48d6-990e-ea0b3f96b14a"	"1.0"	"1874369321514"
"11f96923-fb8e-48d6-990e-ea0b3f96b14a"	"1.0"	"2127710298393"
"13551cba-e29f-4cc1-9784-dce19887b0dc"	"1.0"	"2725103857136"
"13551cba-e29f-4cc1-9784-dce19887b0dc"	"1.0"	"1067281336371"
"13551cba-e29f-4cc1-9784-dce19887b0dc"	"1.0"	"8142504082280"
"13551cba-e29f-4cc1-9784-dce19887b0dc"	"1.0"	"8759879398740"
"13551cba-e29f-4cc1-9784-dce19887b0dc"	"1.0"	"5028957635651"
"13551cba-e29f-4cc1-9784-dce19887b0dc"	"1.0"	"3714584210065"
"13551cba-e29f-4cc1-9784-dce19887b0dc"	"1.0"	"3013058479275"
"13b1b3d8-d021-4b8b-9efd-0f9b59c32b6e"	"1.0"	"9236877908076"
"13b1b3d8-d021-4b8b-9efd-0f9b59c32b6e"	"1.0"	"3680481182524"
"13b1b3d8-d021-4b8b-9efd-0f9b59c32b6e"	"1.0"	"7360510565547"
"13b1b3d8-d021-4b8b-9efd-0f9b59c32b6e"	"1.0"	"6416091732203"
"13b1b3d8-d021-4b8b-9efd-0f9b59c32b6e"	"1.0"	"7122420129857"
"14173edd-0f7f-490b-8641-372b9b3fd6b2"	"1.0"	"2617168802766"
"143b62a8-f0d9-4159-b529-fa5622c99248"	"1.0"	"6610714069787"
"143b62a8-f0d9-4159-b529-fa5622c99248"	"1.0"	"0260005091025"
"143b62a8-f0d9-4159-b529-fa5622c99248"	"1.0"	"2428398934826"
"143b62a8-f0d9-4159-b529-fa5622c99248"	"1.0"	"8565816104745"
"143b62a8-f0d9-4159-b529-fa5622c99248"	"1.0"	"0788979119892"
"146a4bbc-adf5-4dda-83f8-e32df41fea77"	"1.0"	"8579428445530"
"146a4bbc-adf5-4dda-83f8-e32df41fea77"	"1.0"	"8761233778983"
"146a4bbc-adf5-4dda-83f8-e32df41fea77"	"1.0"	"6456058207122"
"146a4bbc-adf5-4dda-83f8-e32df41fea77"	"1.0"	"2779351348274"
"146a4bbc-adf5-4dda-83f8-e32df41fea77"	"1.0"	"4522136113240"
"155da35c-f2ac-46df-b7f4-9551ce5f35c1"	"1.0"	"1266147111002"
"155da35c-f2ac-46df-b7f4-9551ce5f35c1"	"2.0"	"1197683738128"
"155da35c-f2ac-46df-b7f4-9551ce5f35c1"	"1.0"	"7548373816741"
"155da35c-f2ac-46df-b7f4-9551ce5f35c1"	"1.0"	"9868583972555"
"155da35c-f2ac-46df-b7f4-9551ce5f35c1"	"1.0"	"5368300899218"
"15af05ca-73ea-4112-acdf-1221e7c50f9b"	"1.0"	"5033157336673"
"15af05ca-73ea-4112-acdf-1221e7c50f9b"	"1.0"	"8878271342592"
"15af05ca-73ea-4112-acdf-1221e7c50f9b"	"1.0"	"2108746192299"
"1623035e-50dd-4ffe-8adc-213a6950f560"	"1.0"	"9166902166716"
"1623035e-50dd-4ffe-8adc-213a6950f560"	"1.0"	"4580300663779"
"1623035e-50dd-4ffe-8adc-213a6950f560"	"1.0"	"4432720920980"
"1623035e-50dd-4ffe-8adc-213a6950f560"	"1.0"	"1197683738128"
"1623035e-50dd-4ffe-8adc-213a6950f560"	"1.0"	"1383076374329"
"1623035e-50dd-4ffe-8adc-213a6950f560"	"1.0"	"3525299451137"
"1623035e-50dd-4ffe-8adc-213a6950f560"	"1.0"	"1250487668395"
"1623035e-50dd-4ffe-8adc-213a6950f560"	"1.0"	"0870836046783"
"178671c8-4ceb-44e2-a7bb-4aff6140455b"	"1.0"	"6877189869025"
"178671c8-4ceb-44e2-a7bb-4aff6140455b"	"1.0"	"3714933718112"
"182d9d97-34f2-4509-a6d9-71d9742d02d4"	"1.0"	"2482351909450"
"182d9d97-34f2-4509-a6d9-71d9742d02d4"	"1.0"	"9460942115100"
"182d9d97-34f2-4509-a6d9-71d9742d02d4"	"1.0"	"7283308216448"
"19190036-1831-4e71-8218-73d67d0d5e78"	"1.0"	"2309224364201"
"19190036-1831-4e71-8218-73d67d0d5e78"	"1.0"	"7189928788627"
"19190036-1831-4e71-8218-73d67d0d5e78"	"1.0"	"1197683738128"
"19575e9b-c99d-4a66-8db1-8bddc12eab32"	"1.0"	"4804562892532"
"19575e9b-c99d-4a66-8db1-8bddc12eab32"	"1.0"	"2617168802766"
"19575e9b-c99d-4a66-8db1-8bddc12eab32"	"1.0"	"1616014378272"
"196c5a27-573a-487f-a8f1-ed5ffe637a4d"	"1.0"	"8554008294326"
"196c5a27-573a-487f-a8f1-ed5ffe637a4d"	"1.0"	"7884259762710"
"196c5a27-573a-487f-a8f1-ed5ffe637a4d"	"1.0"	"0628337836392"
"196c5a27-573a-487f-a8f1-ed5ffe637a4d"	"1.0"	"4522136113240"
"196c5a27-573a-487f-a8f1-ed5ffe637a4d"	"1.0"	"1338800015542"
"196d5647-1407-47ba-a6cf-324d0aea5888"	"1.0"	"6391196104912"
"196d5647-1407-47ba-a6cf-324d0aea5888"	"1.0"	"8013041309409"
"196d5647-1407-47ba-a6cf-324d0aea5888"	"1.0"	"1197683738128"
"19a92fd0-e19a-46b1-a696-15dce552e78e"	"1.0"	"5535577041019"
"19a92fd0-e19a-46b1-a696-15dce552e78e"	"1.0"	"4984557550828"
"19a92fd0-e19a-46b1-a696-15dce552e78e"	"1.0"	"8064812050068"
"19a92fd0-e19a-46b1-a696-15dce552e78e"	"1.0"	"0956623408597"
"19c361a4-6b46-474d-901c-b014daf8cd75"	"1.0"	"5977932559799"
"19c361a4-6b46-474d-901c-b014daf8cd75"	"1.0"	"8878271342592"
"19c361a4-6b46-474d-901c-b014daf8cd75"	"1.0"	"0374642730404"
"19c361a4-6b46-474d-901c-b014daf8cd75"	"1.0"	"8497455405122"
"1a780f56-2b48-41cc-ba5e-5ed2113cac78"	"1.0"	"3769925694240"
"1a780f56-2b48-41cc-ba5e-5ed2113cac78"	"1.0"	"8064812050068"
"1a780f56-2b48-41cc-ba5e-5ed2113cac78"	"1.0"	"6454173619820"
"1a780f56-2b48-41cc-ba5e-5ed2113cac78"	"1.0"	"2473492513217"
"1a780f56-2b48-41cc-ba5e-5ed2113cac78"	"1.0"	"0933672366962"
"1a780f56-2b48-41cc-ba5e-5ed2113cac78"	"1.0"	"2995569278114"
"1a780f56-2b48-41cc-ba5e-5ed2113cac78"	"1.0"	"2315037788264"
"1caa28df-05d0-429b-8c61-4da59e5a0da0"	"1.0"	"8051610855438"
"1caa28df-05d0-429b-8c61-4da59e5a0da0"	"1.0"	"1197683738128"
"1caa28df-05d0-429b-8c61-4da59e5a0da0"	"1.0"	"5736425291116"
"1caa28df-05d0-429b-8c61-4da59e5a0da0"	"1.0"	"3840704027661"
"1cbc34c8-18f7-45bb-8a44-4767bd21a7b7"	"1.0"	"2651358903529"
"1cbc34c8-18f7-45bb-8a44-4767bd21a7b7"	"1.0"	"3008311470083"
"1cbc34c8-18f7-45bb-8a44-4767bd21a7b7"	"1.0"	"5167189489462"
"1cbc34c8-18f7-45bb-8a44-4767bd21a7b7"	"1.0"	"9433149872787"
"1cbc34c8-18f7-45bb-8a44-4767bd21a7b7"	"1.0"	"8686805331611"
"1ded57fc-6a91-4f2c-a0ac-94580661e9a9"	"1.0"	"5535577041019"
"1ded57fc-6a91-4f2c-a0ac-94580661e9a9"	"1.0"	"5167189489462"
"1ded57fc-6a91-4f2c-a0ac-94580661e9a9"	"1.0"	"3038097007920"
"1ded57fc-6a91-4f2c-a0ac-94580661e9a9"	"1.0"	"8340309952603"
"1ded57fc-6a91-4f2c-a0ac-94580661e9a9"	"1.0"	"8374406267124"
"1e38e0c5-330b-4574-a440-1cc8af6fb945"	"1.0"	"5033157336673"
"1e38e0c5-330b-4574-a440-1cc8af6fb945"	"1.0"	"3445630073371"
"1e38e0c5-330b-4574-a440-1cc8af6fb945"	"1.0"	"2531883089748"
"1e38e0c5-330b-4574-a440-1cc8af6fb945"	"1.0"	"8809077424250"
"1e38e0c5-330b-4574-a440-1cc8af6fb945"	"1.0"	"8383116440901"
"1e38e0c5-330b-4574-a440-1cc8af6fb945"	"1.0"	"3038097007920"
"1e38e0c5-330b-4574-a440-1cc8af6fb945"	"1.0"	"1197683738128"
"1ea3f655-cd9f-40fb-9945-a3f6756a13bf"	"1.0"	"1181361082153"
"1ea3f655-cd9f-40fb-9945-a3f6756a13bf"	"1.0"	"6357943889143"
"1fc40afd-7e54-4626-b0d3-545e35723d0a"	"1.0"	"4804562892532"
"1fc40afd-7e54-4626-b0d3-545e35723d0a"	"1.0"	"1197683738128"
"1fc40afd-7e54-4626-b0d3-545e35723d0a"	"1.0"	"2538652163005"
"1ff83ebe-c48d-47d2-ac9f-e9342ed25c19"	"1.0"	"3476511225381"
"1ff83ebe-c48d-47d2-ac9f-e9342ed25c19"	"1.0"	"6250403172253"
"1ff83ebe-c48d-47d2-ac9f-e9342ed25c19"	"2.0"	"1197683738128"
"1ff83ebe-c48d-47d2-ac9f-e9342ed25c19"	"1.0"	"2348390936263"
"1ff83ebe-c48d-47d2-ac9f-e9342ed25c19"	"1.0"	"9805789250346"
"206c7774-e569-49c1-ab05-c239810271a0"	"1.0"	"9123468939994"
"206c7774-e569-49c1-ab05-c239810271a0"	"1.0"	"9822893711679"
"206c7774-e569-49c1-ab05-c239810271a0"	"1.0"	"8878271342592"
"206c7774-e569-49c1-ab05-c239810271a0"	"1.0"	"1197683738128"
"206c7774-e569-49c1-ab05-c239810271a0"	"1.0"	"1984772748652"
"206c7774-e569-49c1-ab05-c239810271a0"	"1.0"	"5820452097930"
"206c7774-e569-49c1-ab05-c239810271a0"	"1.0"	"4522136113240"
"20a4aac0-c897-4232-a87e-11b1cae4ab7a"	"1.0"	"9748889279100"
"20a4aac0-c897-4232-a87e-11b1cae4ab7a"	"1.0"	"9503428666847"
"20a4aac0-c897-4232-a87e-11b1cae4ab7a"	"1.0"	"2531883089748"
"20a4aac0-c897-4232-a87e-11b1cae4ab7a"	"1.0"	"9869104408744"
"20a4aac0-c897-4232-a87e-11b1cae4ab7a"	"1.0"	"3857225474195"
"20a4aac0-c897-4232-a87e-11b1cae4ab7a"	"2.0"	"1197683738128"
"20a4aac0-c897-4232-a87e-11b1cae4ab7a"	"1.0"	"4522136113240"
"2142e3ad-e63e-4cb2-9dba-911626af3d01"	"1.0"	"8064812050068"
"2142e3ad-e63e-4cb2-9dba-911626af3d01"	"1.0"	"5261124583212"
"2142e3ad-e63e-4cb2-9dba-911626af3d01"	"1.0"	"2451379948994"
"2142e3ad-e63e-4cb2-9dba-911626af3d01"	"1.0"	"7283308216448"
"2152dcc0-ef22-49e4-92fa-10aaeed5b221"	"1.0"	"6283272903987"
"2152dcc0-ef22-49e4-92fa-10aaeed5b221"	"1.0"	"3714933718112"
"2152dcc0-ef22-49e4-92fa-10aaeed5b221"	"1.0"	"1197683738128"
"2152dcc0-ef22-49e4-92fa-10aaeed5b221"	"1.0"	"3578980930923"
"223991d7-db2c-4721-9af6-94d8a3c9fb7b"	"1.0"	"1639309088618"
"223991d7-db2c-4721-9af6-94d8a3c9fb7b"	"1.0"	"1176506697651"
"223991d7-db2c-4721-9af6-94d8a3c9fb7b"	"1.0"	"8013041309409"
"22432469-5021-4c1c-b867-7d2a43feb342"	"1.0"	"5860749949429"
"22432469-5021-4c1c-b867-7d2a43feb342"	"1.0"	"7233659265893"
"22432469-5021-4c1c-b867-7d2a43feb342"	"1.0"	"4587891324386"
"2272eb5d-cd0a-40c6-927e-a34eb7ada726"	"1.0"	"7967548948290"
"2272eb5d-cd0a-40c6-927e-a34eb7ada726"	"1.0"	"0788979119892"
"246ae398-3012-4694-a6da-f80b82a59cdb"	"1.0"	"5167189489462"
"246ae398-3012-4694-a6da-f80b82a59cdb"	"1.0"	"3714933718112"
"246ae398-3012-4694-a6da-f80b82a59cdb"	"1.0"	"6366180394037"
"246ae398-3012-4694-a6da-f80b82a59cdb"	"1.0"	"9979911934067"
"246ae398-3012-4694-a6da-f80b82a59cdb"	"1.0"	"1197683738128"
"246ae398-3012-4694-a6da-f80b82a59cdb"	"1.0"	"0374642730404"
"246ae398-3012-4694-a6da-f80b82a59cdb"	"1.0"	"6831754993331"
"246ae398-3012-4694-a6da-f80b82a59cdb"	"1.0"	"6706767700200"
"246ae398-3012-4694-a6da-f80b82a59cdb"	"1.0"	"7290992455572"
"24847a2a-261a-4409-a3c9-369c4dbd17ce"	"1.0"	"7283308216448"
"24c76c8c-eb46-4522-889a-4abb2903e7e7"	"1.0"	"5287840212038"
"24c76c8c-eb46-4522-889a-4abb2903e7e7"	"2.0"	"4804562892532"
"24c76c8c-eb46-4522-889a-4abb2903e7e7"	"1.0"	"5167189489462"
"24c76c8c-eb46-4522-889a-4abb2903e7e7"	"1.0"	"6454173619820"
"24c76c8c-eb46-4522-889a-4abb2903e7e7"	"1.0"	"2867499798065"
"26378b4b-e9d3-4481-89f7-7f0b38faaa33"	"1.0"	"6165560421840"
"26378b4b-e9d3-4481-89f7-7f0b38faaa33"	"1.0"	"3901714564307"
"26378b4b-e9d3-4481-89f7-7f0b38faaa33"	"1.0"	"8013041309409"
"264f17c2-8920-40ab-8e95-21556e27c5ce"	"1.0"	"1181361082153"
"264f17c2-8920-40ab-8e95-21556e27c5ce"	"1.0"	"5033157336673"
"264f17c2-8920-40ab-8e95-21556e27c5ce"	"1.0"	"3038097007920"
"264f17c2-8920-40ab-8e95-21556e27c5ce"	"1.0"	"0959654555520"
"28040a72-be2f-40aa-afb1-20975ad9b4bb"	"1.0"	"3008311470083"
"28040a72-be2f-40aa-afb1-20975ad9b4bb"	"1.0"	"9797948943117"
"28040a72-be2f-40aa-afb1-20975ad9b4bb"	"1.0"	"0933672366962"
"2867848e-1dc8-4ab8-8609-b5802bb10dfb"	"1.0"	"0809904895619"
"2867848e-1dc8-4ab8-8609-b5802bb10dfb"	"2.0"	"5033157336673"
"2867848e-1dc8-4ab8-8609-b5802bb10dfb"	"1.0"	"4942354382127"
"2867848e-1dc8-4ab8-8609-b5802bb10dfb"	"1.0"	"8013041309409"
"28ae24e4-b83b-4d08-81d1-13ad742db7b1"	"1.0"	"4350613551946"
"28ae24e4-b83b-4d08-81d1-13ad742db7b1"	"1.0"	"0154677708810"
"28ae24e4-b83b-4d08-81d1-13ad742db7b1"	"1.0"	"0889560553993"
"28ae24e4-b83b-4d08-81d1-13ad742db7b1"	"1.0"	"1383076374329"
"28ae24e4-b83b-4d08-81d1-13ad742db7b1"	"1.0"	"3205045111927"
"28ae24e4-b83b-4d08-81d1-13ad742db7b1"	"1.0"	"0586502069634"
"2903eb19-9fc6-4e60-8730-b83fa7d08671"	"1.0"	"3852637916066"
"2903eb19-9fc6-4e60-8730-b83fa7d08671"	"1.0"	"8878271342592"
"2903eb19-9fc6-4e60-8730-b83fa7d08671"	"1.0"	"3038097007920"
"2903eb19-9fc6-4e60-8730-b83fa7d08671"	"1.0"	"1197683738128"
"2931ca72-6a54-40f9-b264-b42e65fd8cff"	"1.0"	"7225112610746"
"29418faf-7e4f-4af8-b2fb-4b582b86e03b"	"1.0"	"3038097007920"
"29418faf-7e4f-4af8-b2fb-4b582b86e03b"	"1.0"	"1383076374329"
"297773c6-c600-4743-bd84-1c673533be60"	"1.0"	"5203217630083"
"297773c6-c600-4743-bd84-1c673533be60"	"2.0"	"7283308216448"
"2b6adca6-47d2-414a-b9dd-e3a3bca45cdd"	"1.0"	"8196619297800"
"2b6adca6-47d2-414a-b9dd-e3a3bca45cdd"	"1.0"	"2281340672944"
"2b6adca6-47d2-414a-b9dd-e3a3bca45cdd"	"1.0"	"7922850253111"
"2c2602a1-17b4-4796-8213-20b49ed39a25"	"1.0"	"1067281336371"
"2c2602a1-17b4-4796-8213-20b49ed39a25"	"1.0"	"4804562892532"
"2c2602a1-17b4-4796-8213-20b49ed39a25"	"1.0"	"5736425291116"
"2c2602a1-17b4-4796-8213-20b49ed39a25"	"1.0"	"1616014378272"
"2c5b8769-eb2d-42a5-abe2-78b475fcc4dc"	"1.0"	"1197683738128"
"2c5b8769-eb2d-42a5-abe2-78b475fcc4dc"	"1.0"	"7922850253111"
"2c5b8769-eb2d-42a5-abe2-78b475fcc4dc"	"1.0"	"1616014378272"
"2c9e0024-6010-4d5c-a36c-6c0332d5db0f"	"1.0"	"2531883089748"
"2c9e0024-6010-4d5c-a36c-6c0332d5db0f"	"1.0"	"3210319197514"
"2c9e0024-6010-4d5c-a36c-6c0332d5db0f"	"1.0"	"8826265873171"
"2d78958b-55e4-4c0a-931a-a8e74416bd45"	"1.0"	"3680481182524"
"2d78958b-55e4-4c0a-931a-a8e74416bd45"	"1.0"	"4522136113240"
"2e39a5ef-6bb4-4d6d-a4b5-307ecee8e1b4"	"1.0"	"3038097007920"
