"id commande"	"date transaction"
"476ab860-a5e7-40b2-931c-9b729f37f212"	"2021-01-19"
"48a94e88-f649-4010-b3af-d425ecf05f64"	"2021-01-26"
"49a8aa0d-8f14-40cd-aef4-4f06446e92ef"	"2021-01-08"
"4a66f289-ce0f-4184-b86f-0f5b0357aabb"	"2021-01-14"
"4ea547fe-94b3-45e5-af69-fdbced4cb1ca"	"2021-01-23"
"4f04e477-f855-46f7-8976-b69cbfda37d1"	"2021-01-13"
"4f541274-a67d-48c5-94c1-cd2b704235d4"	"2021-01-13"
"4fbb29ff-a921-49cd-a8d0-a96accf493e8"	"2021-01-01"
"504d526c-2019-4734-89c9-66816e266df3"	"2021-01-26"
"508053c4-d1d5-40f6-8432-44802453318e"	"2021-01-02"
"509cd078-962c-4467-8192-e4f2c5afce34"	"2021-01-23"
"50e307cf-e6e0-4f7e-8ef1-b27cdf6cf657"	"2021-01-31"
"516cec52-7325-4501-b486-3f570750730c"	"2021-01-07"
"52adae3f-a04f-45c7-b8d9-bdee66d684d2"	"2021-01-28"
"539d6059-1342-4bfb-8d6e-536e9ef54b48"	"2021-01-29"
"542e6a88-4e4f-4230-8ee3-d44a821cd074"	"2021-01-06"
"55c26733-4161-41b5-abaa-d2eef40872e5"	"2021-01-24"
"55d82e06-c0d9-4730-8bd2-c6ceb56b8961"	"2021-01-28"
"55e73b8b-9102-4e71-b18f-3f6026997936"	"2021-01-20"
"566edc96-2c55-4cb2-8d80-519f83718f90"	"2021-01-18"
"571790a1-6444-46c4-9f7f-5213599e966e"	"2021-01-23"
"580394d1-7f9c-4ee4-86c0-3be3745a85f5"	"2021-01-09"
"5894c905-3415-4717-91fa-3bfe3207df77"	"2021-01-17"
"59249134-7b53-4811-8b40-9a6b161e5e16"	"2021-01-04"
"594d3aec-72cb-46ea-a8a0-1fa2af48fe0e"	"2021-01-18"
"59b266d8-ee00-498a-a084-414019f93947"	"2021-01-21"
"5b036605-29cf-4d99-b436-964bb78ee5ba"	"2021-01-14"
"5bb76ac4-8360-45aa-ac56-fbff4fb5c7f7"	"2021-01-31"
"5bc92b99-fc55-483b-b7a3-3fc9ad057c39"	"2021-01-21"
"5c11511f-b06d-4dc3-a52c-27a9eb120466"	"2021-01-28"
"5c50aa21-1a34-42a5-9fb9-82121c47dc6f"	"2021-01-08"
"5c70d0f2-607a-4fb5-a24f-8a9fd3b0197d"	"2021-01-28"
"5cf6beb5-df24-4dc4-8dd4-8e1f25995bb4"	"2021-01-23"
"5dfb7397-f427-4abb-821f-24ce19c19046"	"2021-01-04"
"5e58e40e-7952-48d0-8ddf-f48410525091"	"2021-01-23"
"60098d6c-0478-4b4c-9cc7-8d94e5d8b1bc"	"2021-01-31"
"603abd37-0fb3-4cbb-9ea9-93e0de311e27"	"2021-01-23"
"659ff9f9-d4f5-4009-824b-8843b611744d"	"2021-01-22"
"665abaf1-7f11-4293-a0b0-03d9d2ea5c42"	"2021-01-17"
"667fea0b-4d51-473b-9385-e1a961872655"	"2021-01-05"
"669e2a59-99e4-4e08-aa29-e59b8e9615cb"	"2021-01-08"
"66edbd44-4aa2-4968-b8a6-041048526133"	"2021-01-31"
"672cb689-0f92-46d1-a035-afe4909a9ed4"	"2021-01-29"
"67e8d0ce-25ce-44cd-950e-c8b466b72c18"	"2021-01-30"
"6917a7ef-6e04-4a5e-b326-fc26391db37e"	"2021-01-06"
"699d333d-4971-4acd-868b-e7fd91f2bac2"	"2021-01-23"
"6a354e0c-4c8b-4106-90a2-813c888af65f"	"2021-01-17"
"6a5d3f18-0e1a-4f41-96f0-fccac6b3b15b"	"2021-01-19"
"6adf3491-8689-4a86-88a3-46c4f17831db"	"2021-01-03"
"6ba4b9ec-b58b-4921-abc1-6bdef810c6d8"	"2021-01-09"
"6d23786f-5d98-4877-a297-78812436cb4a"	"2021-01-10"
"6df1c769-e2e9-419e-acbf-8481d0611004"	"2021-01-08"
"6e174e14-bb76-43a3-b9b0-e7831e675c37"	"2021-01-19"
"6e83106f-b26f-4cad-8ed4-29d0dd99ff0e"	"2021-01-28"
"6f60698d-8922-426d-9c19-e03a09f94c23"	"2021-01-03"
"70771f85-c83c-4c03-adcb-57622df756a1"	"2021-01-13"
"70a2de7f-da12-48de-a077-77824404563e"	"2021-01-12"
"7105acd4-d631-4cb0-a322-add8fa487e34"	"2021-01-03"
"718b6ea6-d2f9-4ff2-b1a3-bc74843555aa"	"2021-01-18"
"722ebb1c-6c02-48c6-91ae-05624ac33f2c"	"2021-01-05"
"73d56d1a-7020-4996-8582-6fc05f0a44ec"	"2021-01-26"
"7448bb29-27b8-46e6-b35f-cc113ad9b33b"	"2021-01-07"
"7660ba9e-655c-4137-859f-3db1c725a8bf"	"2021-01-16"
"76894979-692b-4304-99c8-3d251aeef64a"	"2021-01-28"
"76e2396c-a177-47ec-9e48-dac68c2def0f"	"2021-01-26"
"772d03d4-9042-46e4-84ce-8325a75deada"	"2021-01-12"
"780d45fa-004a-4c9e-836f-2806ca8e0803"	"2021-01-23"
"781f8fa9-b959-4ae8-b236-e46ccdd3597b"	"2021-01-19"
"78e33da5-09c6-4185-a929-b9bf67ac75c8"	"2021-01-12"
"7a141ed5-acb1-437e-9e2c-9789ee9dc397"	"2021-01-16"
"7ad77bd7-3f62-496b-9472-77f2b57ebeaf"	"2021-01-12"
"7af3bfd0-3af3-4f08-88cd-88cf124a924d"	"2021-01-24"
"7b076713-8e1d-460c-91a7-602802a98acd"	"2021-01-16"
"7b7bba66-079e-4e58-bcb0-fb19d6e7f3b8"	"2021-01-19"
"7e2463d5-8dbc-4b98-9351-6aa1be2f2e57"	"2021-01-28"
"7ec647d8-0a33-414b-8fd8-496acf261a58"	"2021-01-15"
"803adb60-dedc-4ba6-b41c-1e96532c05c3"	"2021-01-25"
"808730b0-ae86-440a-bc31-2465a2ed48d9"	"2021-01-12"
"81e1f121-03a6-472a-91cd-cbd28babe0f4"	"2021-01-03"
"8290cf9e-abeb-4072-bcae-287d8ec1d325"	"2021-01-12"
"82c77ecd-0a00-490c-9905-e0d99eefb340"	"2021-01-04"
"831377ae-dc57-4844-b114-4bbfa62afbbd"	"2021-01-31"
"8403d996-5d54-4ff0-9254-8765e15636c6"	"2021-01-07"
"84100fd5-4481-4df5-8a99-5cbe506329a1"	"2021-01-14"
"854f8dbd-ef1c-47d2-acdf-f87722c547c7"	"2021-01-21"
"85ac0d98-f705-447c-96c6-418c45e7bfa4"	"2021-01-18"
"87291ada-15bd-4874-95f8-125b51635622"	"2021-01-11"
"87b1c4c5-c59e-48bf-aa77-9ce663316bdb"	"2021-01-16"
"87c62528-c94f-493b-81df-b74644a2e8e9"	"2021-01-31"
"87ec7ffc-9f33-4fe1-a052-6de83329c988"	"2021-01-29"
"88060aa3-ea2a-421f-8f97-a2e841c725fa"	"2021-01-01"
"8812af8b-f1d8-4503-9e9a-a09061eaeaa1"	"2021-01-20"
"8853a3d7-78b9-40ee-a6b4-ed48ab55435a"	"2021-01-05"
"887c4f60-e96b-497b-9553-4c626f1e0582"	"2021-01-16"
"887c9bb3-42dc-4395-bb2e-e846093b7c0d"	"2021-01-24"
"88bb10fd-5662-42cc-b7ef-983be8e08b8a"	"2021-01-23"
"892562b9-b9ae-42cc-a1d1-09d829ca4148"	"2021-01-14"
"892e9ec1-f018-4b06-aca8-509d47857efb"	"2021-01-28"
"89469aec-f373-4329-8939-fb425b8ceb21"	"2021-01-05"
"8975c3ac-0fda-488c-9961-53fdabaa655e"	"2021-01-29"
"89d7147c-c4f2-4c7b-9d10-f2b2c2964eab"	"2021-01-24"
"8b47d21b-9675-467b-8b1f-487819c5454e"	"2021-01-12"
"8c082d77-245b-446b-98e1-73c11e2715ba"	"2021-01-08"
"8c504afa-d76a-4980-ace4-b664e91468bd"	"2021-01-23"
"8cdd6d0e-d743-4f8b-ac02-faeb848ff9e0"	"2021-01-25"
"8ea5cbd5-f7cf-45e1-9854-80faaedd7ecc"	"2021-01-15"
"8f88381d-f84f-4b87-b1fe-1daf14702e9a"	"2021-01-04"
"8fc717c0-5935-4afe-83da-b8f44d84de71"	"2021-01-27"
"91b97689-6b70-467d-80d6-c460c991d7f8"	"2021-01-15"
"9210d6e2-f516-4d46-b197-5619ce1da638"	"2021-01-29"
"92519a33-67a2-49ac-8770-93135d78c932"	"2021-01-23"
"9251debe-828b-4351-a2b5-b100ad24f561"	"2021-01-11"
"9297b452-3ee1-40fa-a91b-c97df380043a"	"2021-01-14"
"93204fe2-6cef-4f0e-9201-796eed5b98ae"	"2021-01-25"
"9427326e-eb10-4917-81ef-712deb000ffe"	"2021-01-13"
"9494c210-4e54-426d-a995-af4c940769f2"	"2021-01-12"
"94de6194-dc5f-4fc1-be6a-8ec0c587cb44"	"2021-01-09"
"96164812-0627-4779-b91d-2c403757dc4e"	"2021-01-26"
"96db07d0-7cea-4cd4-b69c-bbca3e1afd5f"	"2021-01-06"
"9885ef08-5b5e-48ec-8905-9f623dd2c796"	"2021-01-12"
"99a30c06-1dcf-4910-979f-16159b0f2448"	"2021-01-09"
"9a1bd7bb-8962-44f8-be47-6ac9ad9af838"	"2021-01-20"
"9a5ccb81-342d-4879-abfb-9b371d654e9a"	"2021-01-29"
"9b0477ec-5669-4e0b-9666-3d82a0189db7"	"2021-01-04"
"9b8159ee-388c-46a0-afbc-074de64fcba0"	"2021-01-16"
"9c5ac515-4146-4c45-b580-3fe36d7c8c5e"	"2021-01-02"
"9cc20ea4-9ad1-49db-9c41-ac9701a591f5"	"2021-01-09"
"9cfef592-c533-4b50-8405-52e61cac4b03"	"2021-01-17"
"9d66eefe-a31a-4f65-8f7d-9467599f5003"	"2021-01-02"
"9e36edf0-e01f-4fbf-a7d7-bfa8d77706ad"	"2021-01-02"
"9ebf41d6-1104-4dbb-99e1-5c1a35059d62"	"2021-01-23"
"9edf7db7-a959-4836-8b0a-f6e96e1b92ec"	"2021-01-02"
"a08ab367-0045-4957-864e-4b917af87fa5"	"2021-01-23"
"a0ddc973-93fb-4552-a4d7-b9d21b831de4"	"2021-01-24"
"a1dea182-aa6e-48a4-8a62-ae0e87cdf3a4"	"2021-01-10"
"a224ffc3-3d78-41fa-90c1-9acc3d67c7e3"	"2021-01-31"
"a297fc31-cff5-4af6-ad69-35bb7cfc146d"	"2021-01-25"
"a2b831ce-1a4d-4b7f-9248-bdfccd25a4cc"	"2021-01-12"
"a3e823c0-c5b3-4574-bfba-da51bc807e5c"	"2021-01-01"
"a43edef7-77d6-430a-bc73-91b573462b92"	"2021-01-23"
"a809537a-b11f-4790-8129-5a0aab30f6be"	"2021-01-28"
"a89b185c-4961-4c92-bafa-2ee14a30cce8"	"2021-01-29"
"a8a439da-dcb1-4f06-a548-d7b9add017b0"	"2021-01-27"
"a8d6dea2-c180-4bd1-bac3-5a39eb35ef9d"	"2021-01-04"
"ab338cd8-4fcf-468a-a700-142ae9288a9a"	"2021-01-26"
"abdc8b5a-d905-4776-9eeb-798ac4fa7a81"	"2021-01-26"
"abdeccea-e163-4755-8b79-3de43011df75"	"2021-01-18"
"abf0031e-bdc3-4843-9e27-d203c9d23a96"	"2021-01-16"
"ac90b1ca-8b35-403e-a19c-b4a52fd4525e"	"2021-01-14"
"ae772e27-f2bd-43da-b179-1c99fbf923cb"	"2021-01-11"
"ae7e3b0c-033f-4c76-b874-4ab379ca3844"	"2021-01-23"
"af24e2db-e1fb-42e1-b968-46853a0a4042"	"2021-01-20"
"af3a573a-bec7-4a43-92ca-ac8d4e1fe0d0"	"2021-01-17"
"af3ed407-bb85-42dc-aafa-c74dfe46fed8"	"2021-01-20"
"affb6c80-3055-470c-9376-c0cafade3097"	"2021-01-29"
"b03e0375-5ff2-47d4-8df6-24e78b0cc493"	"2021-01-13"
"b0e62a72-8c8d-4dd5-aa8e-99a28923e682"	"2021-01-29"
"b13815c1-6852-4d30-a263-b78fd577e23c"	"2021-01-01"
"b15d5d81-56e6-44e0-b7a9-bd38865392d8"	"2021-01-23"
"b2a8af26-ce8e-43fe-a4ac-e2dca9a96d86"	"2021-01-14"
"b3d76ce6-b65c-4e0c-8455-f1d8a0199171"	"2021-01-16"
"b3e9a928-8a04-4fe1-b87e-dbf20ba24475"	"2021-01-17"
"b41b21e8-03c9-46b4-a1b3-3b7cc3a9b1fc"	"2021-01-10"
"b5455600-2ea0-46b8-b505-83c0eee43d3d"	"2021-01-29"
"b5b2b1c6-b4eb-4b99-b566-cff5b1a4cf68"	"2021-01-05"
"b6766c93-7997-4887-99af-1eeb423073d0"	"2021-01-04"
"b6772b43-acef-45df-8eac-4eb3a504c488"	"2021-01-18"
"b6b5536b-98fe-40e6-bc1d-5ba7a16ea8d0"	"2021-01-04"
"b9084f55-1558-4ee1-9858-0a2592cd8a8b"	"2021-01-11"
"b922936a-ec42-45ee-a2fc-7d2a9129de27"	"2021-01-25"
"bac9095d-d589-432e-bd0f-85e11ef42f4a"	"2021-01-24"
"bb6a9b08-e162-40cf-b5f6-0c0b02ae4c8e"	"2021-01-17"
"bbed5aca-0290-47d7-8623-7c44fa430ccf"	"2021-01-13"
"bc077d6c-ae8a-4eb5-84ae-7e8653132503"	"2021-01-04"
"bc2ef763-05a7-458a-abf3-409911fb9cc9"	"2021-01-23"
"bc4b7118-15bf-4f5d-8f27-041f6be7e17c"	"2021-01-02"
"bc92627f-150a-4d4b-a546-c463f7b413c7"	"2021-01-20"
"bccfb423-96be-44a6-a25e-fc59fb67077a"	"2021-01-20"
"bd307f51-f492-4093-8693-531cb7650e1a"	"2021-01-26"
"bd345b17-c7d4-4605-aa64-1ae1bb3fc111"	"2021-01-14"
"bd69259c-3d30-4da6-942a-7d5ba851acb8"	"2021-01-20"
"bd6efd64-fadc-4387-8923-b7d8b6ae0b2b"	"2021-01-08"
"bd7a0b4c-56cf-4e8e-a5dd-af3b9171a65d"	"2021-01-29"
"bdaeb313-137b-4789-95ef-d73d5d08814e"	"2021-01-18"
"bdc6091c-de81-498f-84c8-f881ae4285b2"	"2021-01-07"
"bf0d3950-e3cd-45dd-83c9-53a64a2527a7"	"2021-01-06"
"c03ce5f2-08aa-4577-8ead-01df02010c9d"	"2021-01-13"
"c1161f8b-df0b-4f7b-ab26-7fdec42ca9c3"	"2021-01-05"
"c17893b1-60f4-4798-87a9-947afdc00f4b"	"2021-01-28"
"c196fd01-a69e-4acc-8f37-ec1896bfaae0"	"2021-01-31"
"c1c8ee37-3b13-448a-be62-128fa4d8c4df"	"2021-01-16"
"c1f74e35-738f-4359-afb0-030f6c288a01"	"2021-01-17"
"c21e5033-3825-45e8-99c8-144e226af66f"	"2021-01-03"
"c2488e54-dd08-41ba-85b5-933cf43c11a0"	"2021-01-20"
"c3339c55-41b4-4cdb-9b2a-1297864476c8"	"2021-01-28"
"c3422e02-d5be-4263-823e-a494019ee60f"	"2021-01-12"
"c3c5a463-87c6-4c26-967b-803bec12e904"	"2021-01-22"
"c3f18da7-f58d-49c8-86eb-61c179f0378a"	"2021-01-30"
"c47b7bad-c213-4e3e-b319-c73135203f0f"	"2021-01-23"
"c4fd7e55-2b86-4939-8bfb-3a6f043b20ae"	"2021-01-21"
"c560fd3f-c6a8-4f24-8050-7b5d49671f13"	"2021-01-09"
"c61f957d-50f8-44fa-a280-3a9fa345480c"	"2021-01-03"
"c6ef8993-4883-44d0-8035-f3598b1e275f"	"2021-01-21"
"c71d414b-304b-4134-8ba8-b3ead7ec40c9"	"2021-01-29"
"c7204357-b25f-43c3-8844-e3c3eaa6bd35"	"2021-01-01"
"c738548d-949a-4340-8231-fb7af12bb5f2"	"2021-01-16"
"c78ca298-92c1-474a-9fae-06332f10612b"	"2021-01-31"
"c877916b-37e6-4ad8-b23b-c3b2a9474a99"	"2021-01-16"
"c953e850-63d1-4edc-9b99-bf1b3bb76618"	"2021-01-16"
"c99e39a6-4ff4-4e74-94f8-d65dde4df348"	"2021-01-22"
"cb22066d-7332-481d-af40-a41ff7a6262a"	"2021-01-11"
"cb3d6707-d0a4-48a6-869d-922be3fdad9f"	"2021-01-30"
"cb51bc32-1152-46d2-85e3-41633b5d1acd"	"2021-01-20"
"cc7f1f4e-7379-4bc9-8175-96eb625cc960"	"2021-01-17"
"cd0e233f-20f3-4f96-95b6-c89042eaa7df"	"2021-01-11"
"cd4033be-877f-420c-8b28-9fa09b7ba4a8"	"2021-01-20"
"ce375d82-e1b3-4a82-bf5d-9d71a6fb4f04"	"2021-01-17"
"cedcca78-59a9-4ee8-b79c-e96db1dbf6d0"	"2021-01-14"
"d18f0e21-2a3c-43af-86e0-06f3ea54fa47"	"2021-01-15"
"d216ee4b-e990-47a2-944c-cca83562e9a2"	"2021-01-30"
"d269eabc-1507-4b66-89ef-51608a24f70e"	"2021-01-21"
"d27b13be-6d97-4214-a427-1a310412149f"	"2021-01-03"
"d3d6079b-7d3d-4f0c-a755-f640d584fe59"	"2021-01-10"
"d5b1202c-1537-44a9-a199-1dee7853fb0f"	"2021-01-13"
"d5be02d1-091c-453a-8e08-a335001555d9"	"2021-01-18"
"d6729b3f-e0aa-44c0-af15-911082d8ab52"	"2021-01-22"
"d6789b89-24e5-4e92-b11d-c0711a238e9a"	"2021-01-16"
"d7e23c9c-5454-47c1-a496-b0e035ff104c"	"2021-01-23"
"d8715aea-e235-4af4-b7c6-4e4ea6c5094c"	"2021-01-12"
"d8b87866-99c2-42ab-a760-dcacc62de38b"	"2021-01-06"
"d8fb10e3-187a-41c1-bf6f-d51225b0ecea"	"2021-01-02"
"d93de6b7-06a4-42cc-8d21-f1ad655a7de6"	"2021-01-30"
"d95ee8d3-27ab-4784-b2bc-75ec066d3b0a"	"2021-01-26"
"daca2f30-67bc-4623-b4b8-10b55d12b85d"	"2021-01-31"
"daf2b28b-f0b6-458a-80b4-db6dd91f9daf"	"2021-01-12"
"db652a25-6db5-4572-b2ec-d898fe1f16c6"	"2021-01-26"
"dc1a3652-c4cb-4c8a-aa8e-b34bdad95336"	"2021-01-25"
"dc9ce809-95bb-4696-9836-8acfe3d86cb6"	"2021-01-23"
"dcf1b7fd-c8d2-4d57-bad8-866c3ba6bb20"	"2021-01-15"
"dd69ddd5-d0d6-47b0-ad2e-21e5aa605e84"	"2021-01-11"
"dda0c1f8-5093-46f1-ae48-776a012fe000"	"2021-01-08"
"ddfb7f84-d383-4454-8363-ae8cd702deed"	"2021-01-02"
"df20c4e3-445d-4302-bdc1-1c9319ba50a1"	"2021-01-08"
"e0f8813a-2c1f-4dec-97c7-83ff9f2b378c"	"2021-01-19"
"e128cb1b-0fa3-42eb-b5bc-0023e6e35b4d"	"2021-01-03"
"e16ff5f5-751d-4923-9046-3ab3d4c6d32f"	"2021-01-15"
"e1964004-1865-418a-9e74-f401470633bc"	"2021-01-11"
"e1c8346e-3f5a-4909-a843-fc762e4eee59"	"2021-01-15"
"e2021bc9-eaf0-432a-80f0-494db64e72e3"	"2021-01-09"
"e2848752-f83e-421a-958a-1900e7afdc8d"	"2021-01-04"
"e2a4141a-5c4e-42b0-9063-7309b115eeb4"	"2021-01-10"
"e35273ff-cbd6-404d-89ad-d14d913826a4"	"2021-01-24"
"e3b1c7cf-feab-4ef6-bc52-67ac36ca4e78"	"2021-01-07"
"e49b5102-7489-4345-9d78-15b1e794c2d6"	"2021-01-14"
